arquivo,dataset,subset,caminho_relativo,caminho_completo,total_sentencas,total_palavras,total_silabas,media_silabas_por_sentenca,media_silabas_por_palavra
2813.txt,FakeBR_LLM,,2813.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2813.txt,16,326,811,50.6875,2.4877300613496933
828.txt,FakeBR_LLM,,828.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/828.txt,10,214,528,52.8,2.467289719626168
1588.txt,FakeBR_LLM,,1588.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1588.txt,15,301,719,47.93333333333333,2.388704318936877
2540.txt,FakeBR_LLM,,2540.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2540.txt,20,357,792,39.6,2.2184873949579833
833.txt,FakeBR_LLM,,833.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/833.txt,11,243,577,52.45454545454545,2.374485596707819
2261.txt,FakeBR_LLM,,2261.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2261.txt,13,276,655,50.38461538461539,2.3731884057971016
3101.txt,FakeBR_LLM,,3101.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3101.txt,8,147,334,41.75,2.272108843537415
2735.txt,FakeBR_LLM,,2735.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2735.txt,14,290,687,49.07142857142857,2.3689655172413793
1771.txt,FakeBR_LLM,,1771.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1771.txt,11,302,741,67.36363636363636,2.4536423841059603
2335.txt,FakeBR_LLM,,2335.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2335.txt,10,294,681,68.1,2.316326530612245
560.txt,FakeBR_LLM,,560.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/560.txt,14,325,705,50.357142857142854,2.169230769230769
1473.txt,FakeBR_LLM,,1473.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1473.txt,12,280,682,56.833333333333336,2.4357142857142855
3222.txt,FakeBR_LLM,,3222.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3222.txt,22,361,870,39.54545454545455,2.409972299168975
3569.txt,FakeBR_LLM,,3569.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3569.txt,30,429,927,30.9,2.160839160839161
1926.txt,FakeBR_LLM,,1926.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1926.txt,16,379,880,55.0,2.321899736147757
3254.txt,FakeBR_LLM,,3254.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3254.txt,13,414,1003,77.15384615384616,2.422705314009662
1636.txt,FakeBR_LLM,,1636.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1636.txt,13,342,830,63.84615384615385,2.426900584795322
1276.txt,FakeBR_LLM,,1276.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1276.txt,10,277,595,59.5,2.148014440433213
3013.txt,FakeBR_LLM,,3013.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3013.txt,9,182,426,47.333333333333336,2.340659340659341
3310.txt,FakeBR_LLM,,3310.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3310.txt,6,157,384,64.0,2.445859872611465
2243.txt,FakeBR_LLM,,2243.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2243.txt,14,214,480,34.285714285714285,2.2429906542056073
1775.txt,FakeBR_LLM,,1775.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1775.txt,6,126,313,52.166666666666664,2.484126984126984
3219.txt,FakeBR_LLM,,3219.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3219.txt,11,284,670,60.90909090909091,2.359154929577465
2300.txt,FakeBR_LLM,,2300.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2300.txt,14,339,858,61.285714285714285,2.5309734513274336
316.txt,FakeBR_LLM,,316.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/316.txt,11,300,704,64.0,2.3466666666666667
201.txt,FakeBR_LLM,,201.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/201.txt,19,393,982,51.68421052631579,2.4987277353689565
1792.txt,FakeBR_LLM,,1792.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1792.txt,12,236,567,47.25,2.402542372881356
3439.txt,FakeBR_LLM,,3439.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3439.txt,24,499,1186,49.416666666666664,2.376753507014028
1600.txt,FakeBR_LLM,,1600.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1600.txt,19,381,868,45.68421052631579,2.2782152230971127
3446.txt,FakeBR_LLM,,3446.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3446.txt,14,309,752,53.714285714285715,2.4336569579288025
2587.txt,FakeBR_LLM,,2587.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2587.txt,16,383,900,56.25,2.349869451697128
3531.txt,FakeBR_LLM,,3531.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3531.txt,42,852,1974,47.0,2.316901408450704
116.txt,FakeBR_LLM,,116.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/116.txt,11,281,628,57.09090909090909,2.2348754448398576
3220.txt,FakeBR_LLM,,3220.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3220.txt,27,510,1170,43.333333333333336,2.2941176470588234
118.txt,FakeBR_LLM,,118.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/118.txt,14,363,912,65.14285714285714,2.512396694214876
1565.txt,FakeBR_LLM,,1565.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1565.txt,16,373,870,54.375,2.3324396782841825
1671.txt,FakeBR_LLM,,1671.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1671.txt,19,465,1172,61.68421052631579,2.520430107526882
698.txt,FakeBR_LLM,,698.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/698.txt,15,354,858,57.2,2.4237288135593222
2301.txt,FakeBR_LLM,,2301.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2301.txt,15,378,863,57.53333333333333,2.2830687830687832
399.txt,FakeBR_LLM,,399.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/399.txt,22,444,1074,48.81818181818182,2.418918918918919
1850.txt,FakeBR_LLM,,1850.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1850.txt,12,277,645,53.75,2.3285198555956677
1939.txt,FakeBR_LLM,,1939.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1939.txt,17,391,921,54.1764705882353,2.3554987212276215
1946.txt,FakeBR_LLM,,1946.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1946.txt,17,424,1051,61.8235294117647,2.4787735849056602
2377.txt,FakeBR_LLM,,2377.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2377.txt,19,397,973,51.21052631578947,2.4508816120906802
2934.txt,FakeBR_LLM,,2934.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2934.txt,13,233,573,44.07692307692308,2.459227467811159
2678.txt,FakeBR_LLM,,2678.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2678.txt,13,381,927,71.3076923076923,2.4330708661417324
2755.txt,FakeBR_LLM,,2755.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2755.txt,19,407,926,48.73684210526316,2.2751842751842752
66.txt,FakeBR_LLM,,66.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/66.txt,10,275,656,65.6,2.3854545454545453
3445.txt,FakeBR_LLM,,3445.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3445.txt,20,496,1182,59.1,2.3830645161290325
126.txt,FakeBR_LLM,,126.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/126.txt,16,394,961,60.0625,2.4390862944162435
1615.txt,FakeBR_LLM,,1615.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1615.txt,17,499,1181,69.47058823529412,2.3667334669338675
1642.txt,FakeBR_LLM,,1642.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1642.txt,19,332,783,41.21052631578947,2.358433734939759
572.txt,FakeBR_LLM,,572.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/572.txt,14,289,689,49.214285714285715,2.384083044982699
1223.txt,FakeBR_LLM,,1223.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1223.txt,16,357,822,51.375,2.302521008403361
234.txt,FakeBR_LLM,,234.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/234.txt,9,312,751,83.44444444444444,2.407051282051282
1135.txt,FakeBR_LLM,,1135.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1135.txt,12,267,647,53.916666666666664,2.4232209737827715
461.txt,FakeBR_LLM,,461.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/461.txt,10,283,652,65.2,2.303886925795053
1331.txt,FakeBR_LLM,,1331.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1331.txt,27,537,1249,46.25925925925926,2.3258845437616387
2184.txt,FakeBR_LLM,,2184.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2184.txt,18,333,782,43.44444444444444,2.3483483483483485
910.txt,FakeBR_LLM,,910.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/910.txt,11,301,744,67.63636363636364,2.471760797342193
684.txt,FakeBR_LLM,,684.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/684.txt,23,467,1104,48.0,2.3640256959314776
1369.txt,FakeBR_LLM,,1369.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1369.txt,28,528,1197,42.75,2.2670454545454546
502.txt,FakeBR_LLM,,502.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/502.txt,16,442,1079,67.4375,2.4411764705882355
3182.txt,FakeBR_LLM,,3182.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3182.txt,14,339,758,54.142857142857146,2.2359882005899707
1768.txt,FakeBR_LLM,,1768.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1768.txt,15,322,775,55.357142857142854,2.406832298136646
1698.txt,FakeBR_LLM,,1698.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1698.txt,17,386,993,58.411764705882355,2.5725388601036268
2446.txt,FakeBR_LLM,,2446.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2446.txt,9,145,345,38.333333333333336,2.3793103448275863
2652.txt,FakeBR_LLM,,2652.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2652.txt,13,342,796,61.23076923076923,2.327485380116959
830.txt,FakeBR_LLM,,830.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/830.txt,27,403,885,32.77777777777778,2.196029776674938
2794.txt,FakeBR_LLM,,2794.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2794.txt,21,451,1040,49.523809523809526,2.305986696230599
3146.txt,FakeBR_LLM,,3146.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3146.txt,18,315,782,43.44444444444444,2.4825396825396826
3161.txt,FakeBR_LLM,,3161.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3161.txt,11,324,749,68.0909090909091,2.3117283950617282
1486.txt,FakeBR_LLM,,1486.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1486.txt,10,283,677,67.7,2.392226148409894
536.txt,FakeBR_LLM,,536.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/536.txt,17,367,840,49.411764705882355,2.2888283378746594
2914.txt,FakeBR_LLM,,2914.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2914.txt,9,207,506,56.22222222222222,2.4444444444444446
2187.txt,FakeBR_LLM,,2187.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2187.txt,14,333,750,53.57142857142857,2.2522522522522523
884.txt,FakeBR_LLM,,884.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/884.txt,15,356,814,54.266666666666666,2.2865168539325844
192.txt,FakeBR_LLM,,192.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/192.txt,11,240,564,51.27272727272727,2.35
827.txt,FakeBR_LLM,,827.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/827.txt,8,164,394,49.25,2.402439024390244
2263.txt,FakeBR_LLM,,2263.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2263.txt,9,196,466,51.77777777777778,2.377551020408163
3431.txt,FakeBR_LLM,,3431.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3431.txt,10,232,590,59.0,2.543103448275862
3160.txt,FakeBR_LLM,,3160.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3160.txt,17,438,1039,61.11764705882353,2.372146118721461
3421.txt,FakeBR_LLM,,3421.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3421.txt,11,260,637,57.90909090909091,2.45
2224.txt,FakeBR_LLM,,2224.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2224.txt,15,291,708,47.2,2.4329896907216493
2038.txt,FakeBR_LLM,,2038.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2038.txt,18,367,818,45.44444444444444,2.2288828337874658
2213.txt,FakeBR_LLM,,2213.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2213.txt,14,306,736,52.57142857142857,2.4052287581699345
3249.txt,FakeBR_LLM,,3249.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3249.txt,10,203,495,49.5,2.438423645320197
1853.txt,FakeBR_LLM,,1853.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1853.txt,11,310,788,71.63636363636364,2.541935483870968
162.txt,FakeBR_LLM,,162.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/162.txt,29,559,1252,43.172413793103445,2.2397137745974955
864.txt,FakeBR_LLM,,864.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/864.txt,13,359,868,66.76923076923077,2.417827298050139
3099.txt,FakeBR_LLM,,3099.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3099.txt,10,207,513,51.3,2.4782608695652173
2197.txt,FakeBR_LLM,,2197.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2197.txt,13,346,794,61.07692307692308,2.2947976878612715
2171.txt,FakeBR_LLM,,2171.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2171.txt,11,206,464,42.18181818181818,2.2524271844660193
2491.txt,FakeBR_LLM,,2491.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2491.txt,15,361,866,57.733333333333334,2.398891966759003
3048.txt,FakeBR_LLM,,3048.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3048.txt,12,282,681,56.75,2.4148936170212765
7.txt,FakeBR_LLM,,7.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/7.txt,13,441,1062,81.6923076923077,2.4081632653061225
2954.txt,FakeBR_LLM,,2954.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2954.txt,15,376,928,61.86666666666667,2.4680851063829787
510.txt,FakeBR_LLM,,510.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/510.txt,16,376,863,53.9375,2.2952127659574466
1901.txt,FakeBR_LLM,,1901.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1901.txt,16,345,807,50.4375,2.3391304347826085
2781.txt,FakeBR_LLM,,2781.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2781.txt,29,444,999,34.44827586206897,2.25
1526.txt,FakeBR_LLM,,1526.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1526.txt,18,377,873,48.5,2.315649867374005
3172.txt,FakeBR_LLM,,3172.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3172.txt,9,236,567,63.0,2.402542372881356
446.txt,FakeBR_LLM,,446.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/446.txt,8,178,425,53.125,2.3876404494382024
3539.txt,FakeBR_LLM,,3539.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3539.txt,9,184,453,50.333333333333336,2.4619565217391304
501.txt,FakeBR_LLM,,501.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/501.txt,23,570,1298,56.43478260869565,2.2771929824561403
3416.txt,FakeBR_LLM,,3416.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3416.txt,11,268,656,59.63636363636363,2.4477611940298507
1911.txt,FakeBR_LLM,,1911.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1911.txt,26,653,1526,58.69230769230769,2.336906584992343
1737.txt,FakeBR_LLM,,1737.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1737.txt,12,188,452,37.666666666666664,2.404255319148936
2095.txt,FakeBR_LLM,,2095.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2095.txt,17,414,1006,59.1764705882353,2.429951690821256
924.txt,FakeBR_LLM,,924.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/924.txt,11,262,636,57.81818181818182,2.427480916030534
